row_id	label	notes	module	rung	member	status	control_flags	bullet	method_source_head
incident-client/incident-core#52#IncidentAlertBuilder.<init>	cannot	method_source is truncated mid-constructor (ends at 'this.source = prot'); the isEmpty() branch, the LinkedHashMap copy and any Map.of() the note names are simply not in the text shown, so presence cannot be decided.	incident-client/incident-core	0	IncidentAlertBuilder.<init>	RESOLVED		- `# defensive-copy` (api: `IncidentAlertBuilder.<init>:39`) — the `isEmpty()` branch of the prototype constructor: an empty non-null prototype map is copied into a `LinkedHashMap` instead of `Map.of()`. Content-equal; distinguishable only by mutating the builder's internal map through the accessor, which the API does not invite. Equal but not identical.	// IncidentAlertRecord$IncidentAlertBuilder lines 31-42     IncidentAlertBuilder(final IncidentAlert prototype) {       this.key = prototype.key();       this.summary = prototype.summary();       this.details = prototype.details();       this.severity = prototype.severity();       this.source = prot
incident-client/incident-core#58#IncidentClients.createClient	present	Both one-line public wrappers are shown, the shown overload binds ServiceLoader.load(IncidentClientFactory.class), and the package-private seam overloads taking Iterable<IncidentClientFactory> are declared. The missing identifiers are test-class names and build concepts (targetTests, provides), not 	incident-client/incident-core	0	IncidentClients.createClient	RESOLVED	identifier_missing:IncidentClientsTests identifier_missing:PagerDutyIncidentClientFactoryTests identifier_missing:IncidentIoIncidentClientFactoryTests identifier_missing:targetTests identifier_missing:provides	- `# service-loader-binding` (api: `IncidentClients.createClient:33,37,41`, `loadFactory:47`) — return-value mutants on the public one-line wrappers that bind `ServiceLoader.load(IncidentClientFactory.class)` and delegate to the package-private registry seams. No provider module is on incident-core's test path, so the wrappers can only throw (provider never found) and their return statements are unreachable here by construction. The resolution and dispatch logic behind them is fully pinned through the seams (`IncidentClientsTests` stub factories), and the wrappers themselves are exercised end-to-end by the provider modules' factory tests (`PagerDutyIncidentClientFactoryTests`, `IncidentIoIncidentClientFactoryTests`), which run the public entry points against real `ServiceLoader` registration — those kills just land outside this suite's `targetTests`. Escape hatch: none worth taking — registering a test-only provider from the patched core test module would need a synthesized `provides` directive the whitebox test setup does not offer.	// IncidentClients lines 32-34   public static IncidentClient createClient(final Properties properties) {     return createClient(properties, null);   }  // IncidentClients lines 36-38   public static IncidentClient createClient(final Properties properties, final String prefix) {     return createCl
incident-client/incident-core#73#IncidentServiceVal.retry	present	The retryDelay > 0 branch is present and routes exactly as described: exceptionallyComposeAsync(exceptionally, delayedExecutor(retryDelay, timeUnit)) versus exceptionallyCompose(exceptionally). Nothing in the body contradicts the note.	incident-client/incident-core	0	IncidentServiceVal.retry	RESOLVED		- `# async-routing` (api: `IncidentServiceVal.retry:71` ×3) — `retryDelay > 0` routes between `exceptionallyComposeAsync(delayedExecutor(...))` and `exceptionallyCompose`: at delay 0 both produce identical results and differ only in which thread runs the continuation; a positive delay is distinguishable only by wall-clock timing, which the determinism rules prohibit asserting. Escape hatch: a clock seam injected into the service (replacing `delayedExecutor`) would make the routing assertable.	// IncidentServiceVal lines 48-76   private CompletableFuture<IncidentResponse> retry(final Supplier<CompletableFuture<IncidentResponse>> call,                                                     final Supplier<String> context,                                                     final int retry,    
incident-client/incident-pagerduty#72#PagerDutyConfig$Parser.test	present	The else arm's 'return super.test(buf, offset, len, ji);' is present in the shown body, which is the only construct the note names.	incident-client/incident-pagerduty	0	PagerDutyConfig$Parser.test	RESOLVED		- `# always-true-delegate` (config: `PagerDutyConfig$Parser.test:99`) — `return super.test(...)` where the superclass either returns true or throws on unknown fields; the constant-true mutant preserves the call and its side effects. Mirrors the same acceptance in incident-io.	// PagerDutyConfig$Parser lines 90-100     @Override     public boolean test(final char[] buf, final int offset, final int len, final JsonIterator ji) {       if (fieldEquals("routingKey", buf, offset, len)) {         this.routingKey = ji.readString();       } else if (fieldEquals("authToken", buf, 
incident-client/incident-webhook#54#TelegramTextFormat.render	present	The truncation guard 'if (text.length() > MAX_TEXT_LENGTH)' and 'text.substring(0, MAX_TEXT_LENGTH)' are both present exactly as the note describes.	incident-client/incident-webhook	0	TelegramTextFormat.render	RESOLVED		- `# boundary-identity` (format: `TelegramTextFormat.render:36`) — the `text.length() > MAX_TEXT_LENGTH` truncation guard: the `>=` boundary mutant differs only for text of exactly the limit length, where `substring(0, MAX_TEXT_LENGTH)` returns identical content — both branches produce the same string, so no input can distinguish them. The at-limit and over-limit behaviours are pinned by exact-output tests.	// TelegramTextFormat lines 33-42   @Override   public String render(final IncidentAlert alert) {     var text = WebhookFormats.renderPlainText(alert);     if (text.length() > MAX_TEXT_LENGTH) {       text = text.substring(0, MAX_TEXT_LENGTH);     }     return String.format("""         {"chat_id":"%
incident-client/incident-webhook#60#WebhookConfig$Parser.test	present	The final else arm 'return super.test(buf, offset, len, ji);' is present in the shown body; that is the construct the note names.	incident-client/incident-webhook	0	WebhookConfig$Parser.test	RESOLVED		- `# always-true-delegate` (config: `WebhookConfig$Parser.test:183`) — `return super.test(...)` where the superclass either returns true or throws on unknown fields; the mutated constant-true return preserves the call and its side effects, so no input can distinguish it. Escape hatch: a superclass path that returns false would make the propagation observable.	// WebhookConfig$Parser lines 172-184     @Override     public boolean test(final char[] buf, final int offset, final int len, final JsonIterator ji) {       if (fieldEquals("bearerToken", buf, offset, len)) {         this.bearerToken = ji.readString();       } else if (fieldEquals("chatId", buf, of
incident-client/incident-webhook#65#WebhookClient$Builder.createClient	present	The '!headers.isEmpty()' guard, the header-applying UnaryOperator wrapper and the null/non-null extendRequest composition are all present as described.	incident-client/incident-webhook	0	WebhookClient$Builder.createClient	RESOLVED	identifier_missing:JsonHttpClient	- `# empty-noop-guard` (adapter: `WebhookClient$Builder.createClient:46`) — `if (!headers.isEmpty())` guards building the header-applying request wrapper; with no headers the wrapper iterates an empty map and returns the builder unchanged, so forcing the guard true only swaps a null `extendRequest` (identity in `JsonHttpClient`) for an observable no-op.	// WebhookClient$Builder lines 42-65     public WebhookClient createClient() {       Objects.requireNonNull(endpoint, "'endpoint' is required.");       setDefaults();       var extendRequest = this.extendRequest;       if (!headers.isEmpty()) {         // copy so later builder mutations cannot reach
incident-client/incident-webhook#70#WebhookClientImpl.lambda$static$0	present	The success check 'if (statusCode < 200 || statusCode >= 300)' is present, including both the <200 arm the note accepts and the >=300 arm it says is pinned.	incident-client/incident-webhook	0	WebhookClientImpl.lambda$static$0	RESOLVED		- `# unreachable-1xx` (adapter: `WebhookClientImpl.lambda$static$0:23`) — the `statusCode < 200` arm of the success check. Only a *final* 1xx status distinguishes this direction, and `java.net.http` never surfaces one: interim responses are consumed by the protocol layer, so a raw-socket harness would hang or flap. A flaky harness is worse than recorded debt; the `>= 300` arm is pinned by the 300/400/503 wire tests.	// WebhookClientImpl lines 20-28   private static final Function<HttpResponse<?>, String> RESPONSE_PARSER = httpResponse -> {     final byte[] body = readBody(httpResponse);     final int statusCode = httpResponse.statusCode();     if (statusCode < 200 || statusCode >= 300) {       throw new Webhook
incident-client/incident-webhook#76#WebhookClientImpl.lambda$static$0	present	The defensive null guard 'body == null ? "" : new String(body, UTF_8)' and the readBody call are present, and the inline comment agrees that only the defensive null needs a branch.	incident-client/incident-webhook	0	WebhookClientImpl.lambda$static$0	RESOLVED	identifier_missing:ofInputStream identifier_missing:readAllBytes	- `# defensive-null-guard` (adapter: `WebhookClientImpl.lambda$static$0:27`) — `body == null ? "" : new String(body, UTF_8)`: `readBody` over the `ofInputStream` body handler never yields null (`readAllBytes` returns an empty array), so the mutated always-decode arm can only NPE on an input the transport cannot produce. The guard stays for the `readBody` contract, which declares null a legal return.	// WebhookClientImpl lines 20-28   private static final Function<HttpResponse<?>, String> RESPONSE_PARSER = httpResponse -> {     final byte[] body = readBody(httpResponse);     final int statusCode = httpResponse.statusCode();     if (statusCode < 200 || statusCode >= 300) {       throw new Webhook
ravina/ravina-kms/google#56#GoogleKMSClientFactory.createService	present	Both shown overloads end in 'return new GoogleKMSClient(...)', the construct the note names; the cited line numbers drift into overloads not shown, which per the rules does not make the row absent.	ravina/ravina-kms/google	0	GoogleKMSClientFactory.createService	RESOLVED	identifier_missing:UncheckedIOException	- `GoogleKMSClientFactory.createService` `NullReturnValsMutator` on the `return new GoogleKMSClient(...)` sites (lines 70, 87, 124, 142). Every unit test fails earlier at `KeyManagementServiceClient.create()` with `UncheckedIOException` for want of credentials, so the return is never reached.	// GoogleKMSClientFactory lines 31-44   public static SigningService createService(final ExecutorService executorService,                                              final Backoff backoff,                                              final KeyManagementServiceClient kmsClient,                      
ravina/ravina-kms/google#61#GoogleKMSClient.lambda$publicKey$0	present	publicKey()'s supplyAsync lambda is shown and does map a live KMS response (kmsClient.getPublicKey(keyVersionName) then parsePublicKeyFromPem), matching the construct the note cites for this member.	ravina/ravina-kms/google	0	GoogleKMSClient.lambda$publicKey$0	RESOLVED		- `GoogleKMSClient.lambda$publicKey$0` (line 46) and `lambda$sign$0` (line 68) `NullReturnValsMutator`: these map a live KMS response and cannot run without one.	// GoogleKMSClient lines 41-55   @Override   public CompletableFuture<PublicKey> publicKey() {     return CompletableFuture.supplyAsync(() -> {           try {             final var pemPublicKey = kmsClient.getPublicKey(keyVersionName);             return parsePublicKeyFromPem(pemPublicKey.getPem())
ravina/ravina-kms/google#64#GoogleKMSClient.lambda$sign$0	present	The AsymmetricSignRequest.newBuilder() chain with .setName(keyVersionName.toString()) and .setData(msg) is present, followed immediately by the kmsClient.asymmetricSign(signRequest) call the note describes.	ravina/ravina-kms/google	0	GoogleKMSClient.lambda$sign$0	RESOLVED	identifier_missing:KeyManagementServiceClient	- `GoogleKMSClient.lambda$sign$0` lines 61/62 `NakedReceiverMutator` on the `AsymmetricSignRequest` builder's `.setName(...)`/`.setData(...)`. The error funnel, observed: `kmsClient` is null in every unit test, request construction completes with or without the setters, and the very next statement fails with the identical NPE naming `kmsClient` — the tests cannot see the request. A difference exists only once a real `KeyManagementServiceClient` receives the request (wrong key name / empty payload), which is the same integration-test debt as the rows above.	// GoogleKMSClient lines 57-77   private CompletableFuture<byte[]> sign(final ByteString msg) {     return CompletableFuture.supplyAsync(() -> {           try {             final var signRequest = AsymmetricSignRequest.newBuilder()                 .setName(keyVersionName.toString())                 
