row_id	label	notes	repo	member	comment	member_source
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequestGate.java#NettyRequestGate.scheduleIdleCheck(ChannelHandlerContext, long)	consistent	"never for this very instant" matches `ctx.executor().schedule(() -> checkIdle(ctx), Math.max(delayNanos, 1L), NANOSECONDS)`, which floors a zero delay at 1ns.	http-servers	NettyRequestGate.scheduleIdleCheck(ChannelHandlerContext, long)	Arms the check for `delayNanos` from now — never for this very instant: a zero delay would run it again in the same drain of the loop's scheduled tasks.	  private void scheduleIdleCheck(final ChannelHandlerContext ctx, final long delayNanos) {     idleCheck = ctx.executor().schedule(() -> checkIdle(ctx), Math.max(delayNanos, 1L), NANOSECONDS);   }
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyServerBuilder.java#NettyServerBuilder.DEFAULT_IDLE_TIMEOUT	consistent	The comment's only code-checkable claim, "30 s", matches `Duration.ofSeconds(30)`; the idleness semantics and the conformance test are outside this declaration.	http-servers	NettyServerBuilder.DEFAULT_IDLE_TIMEOUT	A connection that is neither carrying a fully received request awaiting its response nor making progress for this long — measured from the later of its last decoded read and its last completed response, so a stalled request body is idle and a request awaiting its handler never is — is closed: 30 s, the JDK backend's idle interval and Jetty's connector default. No mutant reaches a static initializer, so the value is pinned by `NettyConformanceTest.theDefaultIdleTimeoutMatchesTheOtherBackends`.	  static final Duration DEFAULT_IDLE_TIMEOUT = Duration.ofSeconds(30);
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/ResponseUtil.java#ResponseUtil.response(HttpResponse, String)	not_checkable	The body is a single delegation passing `origin` through to the five-arg `response(...)`; whether origin is the request's Origin header or null is determined by callers, not here.	http-servers	ResponseUtil.response(HttpResponse, String)	`origin` is the request's `Origin` header, or null when it carried none.	  static FullHttpResponse response(final HttpResponse httpResponse, final String origin) {     return response(httpResponse.statusCode(), httpResponse.contentType(), httpResponse.headers(), httpResponse.body(), origin);   }
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SettlementResponse.java#SettlementResponse.failure(String, String, String, PublicKey)	consistent	"still carries the on-chain transaction signature" matches `new SettlementResponse(false, reason, signature, network, payer)`, which passes the signature through on the false (failure) record.	http-servers	SettlementResponse.failure(String, String, String, PublicKey)	A <METHOD> that still carries the on-chain transaction signature, e.g. when the transaction was submitted but could not be confirmed within the allotted time.	  public static SettlementResponse failure(final String reason,                                            final String signature,                                            final String network,                                            final PublicKey payer) {     return new SettlementResponse(false, reason, signature, network, payer);   }
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SvmExactSettler.java#SvmExactSettler.<init>(SolanaAccounts, Signer, SolanaRpcClient)	consistent	"the {@code confirmed} commitment level and sensible polling defaults" matches `TransactionSubmitter.rpc(rpcClient, Commitment.CONFIRMED, Duration.ofSeconds(60), Duration.ofMillis(500))`.	http-servers	SvmExactSettler.<init>(SolanaAccounts, Signer, SolanaRpcClient)	Convenience constructor wiring a t backed r with the {@code confirmed} commitment level and sensible polling defaults.	  public SvmExactSettler(final SolanaAccounts accounts,                          final Signer feePayer,                          final SolanaRpcClient rpcClient) {     this(new SvmExactVerifier(accounts),         feePayer,         TransactionSubmitter.rpc(rpcClient, Commitment.CONFIRMED, Duration.ofSeconds(60), Duration.ofMillis(500)),         new SettlementCache());   }
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SvmExactSettler.java#SvmExactSettler.settle(PaymentPayload, PaymentRequirements)	consistent	Each named step is present in order: `verifier.verify(requirements, txBytes)`, `feePayer.sign(...)`, `submitter.send(base64SignedTx)`, `submitter.confirm(signature)`.	http-servers	SvmExactSettler.settle(PaymentPayload, PaymentRequirements)	Verify, co-sign, submit and confirm the payment described by {@code payload}.	  public SettlementResponse settle(final PaymentPayload payload, final PaymentRequirements requirements) {     final var network = requirements == null ? null : requirements.network();      // A null payload, absent transaction or malformed Base64 all surface here as the same     // RuntimeException the verifier's payload overload would map to this reason.     final byte[] txBytes;     try {       txBytes = payload.transactionBytes();     } catch (final RuntimeException e) {       return SettlementResponse.failure(X402Errors.INVALID_PAYLOAD_TRANSACTION, network, null);     }      // Step 1: never settle a payment that does not verify.     final var verifyResponse = verifier.verify(requirements, txBytes);     if (!verifyResponse.isValid()) {       return SettlementResponse.failure(verifyResponse.invalidReason(), network, verifyResponse.payer());     }     final var payer = verifyResponse.payer();      final TransactionSkeleton skeleton;     try {       // A verified transaction has already deserialized once inside verify, so this cannot fail       // today; the catch is retained as defense against a future verify overload that does not.       skeleton = TransactionSkeleton.deserializeSkeleton(txBytes);     } catch (final RuntimeException e) {       return SettlementResponse.failure(X402Errors.INVALID_PAYLOAD_TRANSACTION, network, payer);     }      // Step 2: the transaction's fee payer (signer slot 0) must match the advertised feePayer and this     // facilitator must hold the matching signing key.     final var txFeePayer = skeleton.feePayer();     if (txFeePayer == null         || !txFeePayer.equals(requirements.feePayer())         || !txFeePayer.equals(feePayer.publicKey())) {       return SettlementResponse.failure(X402Errors.FEE_PAYER_MISMATCH, network, payer);     }      // Step 3: reject duplicate settlements, keyed on the immutable message bytes.     final int numSignatures = Byte.toUnsignedInt(txBytes[0]);     final int msgOffset = 1 + (numSignatures * Transaction.SIGNATURE_LENGTH);     final var cacheKey = messageHash(txBytes, msgOffset, txBytes.length - msgOffset);     if (!settlementCache.claim(cacheKey)) {       return SettlementResponse.failure(X402Errors.DUPLICATE_SETTLEMENT, network, payer);     }      // Step 4: co-sign as the fee payer, filling signature slot 0 in place.     feePayer.sign(txBytes, msgOffset, txBytes.length - msgOffset, 1);     final var base64SignedTx = Base64.getEncoder().encodeToString(txBytes);      // Step 5: submit and confirm on-chain.     final String signature;     try {       signature = submitter.send(base64SignedTx);     } catch (final RuntimeException e) {       return SettlementResponse.failure(X402Errors.TRANSACTION_FAILED, network, payer);     }     try {       submitter.confirm(signature);     } catch (final RuntimeException e) {       return SettlementResponse.failure(X402Errors.TRANSACTION_CONFIRMATION_FAILED, signature, network, payer);     }      return SettlementResponse.success(signature, network, payer);   }
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SvmExactVerifier.java#SvmExactVerifier.verify(PaymentPayload, PaymentRequirements)	consistent	The payload overload validates the payload and hands it to the requirements check: `return verify(requirements, txBytes);`.	http-servers	SvmExactVerifier.verify(PaymentPayload, PaymentRequirements)	Verify a full payment payload against the given requirements.	  public VerifyResponse verify(final PaymentPayload payload, final PaymentRequirements requirements) {     if (payload == null || payload.transaction() == null) {       return VerifyResponse.invalid(X402Errors.INVALID_PAYLOAD_TRANSACTION, null);     }     final byte[] txBytes;     try {       txBytes = payload.transactionBytes();     } catch (final RuntimeException e) {       return VerifyResponse.invalid(X402Errors.INVALID_PAYLOAD_TRANSACTION, null);     }     return verify(requirements, txBytes);   }
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SvmExactVerifier.java#SvmExactVerifier.verify(PaymentRequirements, byte[])	consistent	The body deserializes the bytes (`skeleton = TransactionSkeleton.deserializeSkeleton(txBytes);`) and checks them against the requirements (mint, payTo, amount), returning `VerifyResponse.valid(payer)`.	http-servers	SvmExactVerifier.verify(PaymentRequirements, byte[])	Verify the serialized transaction bytes against the given requirements.	  public VerifyResponse verify(final PaymentRequirements requirements, final byte[] txBytes) {     if (requirements == null         || !X402.SCHEME_EXACT.equals(requirements.scheme())         || requirements.asset() == null         || requirements.payTo() == null) {       return VerifyResponse.invalid(X402Errors.UNSUPPORTED_SCHEME, null);     }     if (requirements.feePayer() == null) {       return VerifyResponse.invalid(X402Errors.MISSING_FEE_PAYER, null);     }      final TransactionSkeleton skeleton;     final Instruction[] instructions;     try {       skeleton = TransactionSkeleton.deserializeSkeleton(txBytes);       // Address Lookup Tables would leave instruction accounts unresolved, which we cannot verify.       if (skeleton.numIndexedAccounts() > 0) {         return VerifyResponse.invalid(X402Errors.INVALID_PAYLOAD_TRANSACTION, null);       }       final AccountMeta[] accountMetas = skeleton.parseAccounts();       instructions = skeleton.parseInstructions(accountMetas);       // The skeleton walks raw offsets and resolves lazily, so a malformed body can yield       // instructions with unresolved (null) programs or accounts, or data slices that overrun       // the transaction bytes. Reject those up front: every later rule dereferences them.       for (final var instruction : instructions) {         validation: {           if (instruction.programId() == null || instruction.programId().publicKey() == null) {             break validation;           }           for (final var account : instruction.accounts()) {             if (account == null || account.publicKey() == null) {               break validation;             }           }           final int offset = instruction.offset();           final int len = instruction.len();           if (offset < 0 || len < 0 || offset + len > instruction.data().length) {             break validation;           }           continue;         }         return VerifyResponse.invalid(X402Errors.TRANSACTION_COULD_NOT_BE_DECODED, null);       }     } catch (final RuntimeException e) {       return VerifyResponse.invalid(X402Errors.TRANSACTION_COULD_NOT_BE_DECODED, null);     }      // Rule 1: Instruction layout — 3 to 6 instructions.     final int numInstructions = instructions.length;     if (numInstructions < 3 || numInstructions > 6) {       return VerifyResponse.invalid(X402Errors.TRANSACTION_INSTRUCTIONS_LENGTH, null);     }      // Rule 3: Compute budget validity.     final var limitCheck = verifyComputeLimit(instructions[0]);     if (limitCheck != null) {       return limitCheck;     }     final var priceCheck = verifyComputePrice(instructions[1]);     if (priceCheck != null) {       return priceCheck;     }      // Rule 4/5/2: Transfer instruction.     final var transferIx = instructions[2];     final var transferProgram = transferIx.programId().publicKey();     final boolean isToken = transferProgram.equals(accounts.tokenProgram());     final boolean isToken2022 = transferProgram.equals(accounts.token2022Program());     if (!isToken && !isToken2022) {       return VerifyResponse.invalid(X402Errors.NO_TRANSFER_INSTRUCTION, null);     }     final var transferAccounts = transferIx.accounts();     if (transferAccounts.size() < 4) {       return VerifyResponse.invalid(X402Errors.NO_TRANSFER_INSTRUCTION, null);     }      final TokenProgram.TransferCheckedIxData transferData;     try {       transferData = TokenProgram.TransferCheckedIxData.read(transferIx.data(), transferIx.offset());     } catch (final RuntimeException e) {       return VerifyResponse.invalid(X402Errors.NO_TRANSFER_INSTRUCTION, null);     }     if (transferData == null || transferData.discriminator() != TRANSFER_CHECKED_DISCRIMINATOR) {       return VerifyResponse.invalid(X402Errors.NO_TRANSFER_INSTRUCTION, null);     }      // TransferChecked accounts: [source, mint, destination, authority, ...].     final var mint = transferAccounts.get(1).publicKey();     final var destination = transferAccounts.get(2).publicKey();     final var authority = transferAccounts.get(3).publicKey();      // payer reported back is the transfer authority (owner of the source funds).     final var payer = authority;     final var feePayer = requirements.feePayer();      // Rule 2: Fee-payer safety. The scan covers the transfer authority and source too —     // both are accounts of the transfer instruction.     for (final var instruction : instructions) {       for (final var account : instruction.accounts()) {         if (feePayer.equals(account.publicKey())) {           return VerifyResponse.invalid(X402Errors.FEE_PAYER_TRANSFERRING_FUNDS, payer);         }       }     }      // Rule 4: Transfer intent and destination.     if (!mint.equals(requirements.asset())) {       return VerifyResponse.invalid(X402Errors.MINT_MISMATCH, payer);     }     final var expectedDestination = AssociatedTokenPDAs.associatedTokenPDA(         accounts.associatedTokenAccountProgram(),         requirements.payTo(),         transferProgram,         requirements.asset()     ).publicKey();     if (!destination.equals(expectedDestination)) {       return VerifyResponse.invalid(X402Errors.RECIPIENT_MISMATCH, payer);     }      // Rule 6: Amount must match exactly.     final long requiredAmount;     try {       requiredAmount = requirements.amountAsLong();     } catch (final RuntimeException e) {       return VerifyResponse.invalid(X402Errors.AMOUNT_INSUFFICIENT, payer);     }     if (transferData.amount() != requiredAmount) {       return VerifyResponse.invalid(X402Errors.AMOUNT_INSUFFICIENT, payer);     }      // Rule 1 (cont.) / 6: Optional instructions and memo.     final var optionalCheck = verifyOptionalInstructions(instructions, requirements, payer);     if (optionalCheck != null) {       return optionalCheck;     }      return VerifyResponse.valid(payer);   }
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java#X402.LIGHTHOUSE_PROGRAM	not_checkable	The declaration is only `PublicKey.fromBase58Encoded("L2TExMFKdjpN9kozasaurPirfHy9P8sbXoAN1qA3S95")`; the claim that wallets inject it "as a user-protection assertion" is about external behavior, not this code.	http-servers	X402.LIGHTHOUSE_PROGRAM	<METHOD> injected by some wallets (Phantom, Solflare) as a user-protection assertion.	  public static final PublicKey LIGHTHOUSE_PROGRAM =       PublicKey.fromBase58Encoded("L2TExMFKdjpN9kozasaurPirfHy9P8sbXoAN1qA3S95");
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java#X402.MAX_MEMO_BYTES	not_checkable	`public static final int MAX_MEMO_BYTES = 256;` shows only the value; whether 256 is the memo maximum "per the spec" is enforced by callers not shown.	http-servers	X402.MAX_MEMO_BYTES	Maximum byte length of a memo, per the spec.	  public static final int MAX_MEMO_BYTES = 256;
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.CYCLE	consistent	The initializer lists eight cases (`Case.OVERSIZED, ... Case.NO_HOST`) and `Case.IDLE` is indeed absent from it, matching "[Case#IDLE] is the [IdleProber]'s".	http-servers	Abuser.CYCLE	The cases the cycle runs; [Case#IDLE] is the [IdleProber]'s.	  static final Case[] CYCLE = {       Case.OVERSIZED, Case.EXPECT_UNSUPPORTED, Case.EXPECT_CONTINUE_OVER_CAP, Case.MALFORMED_LINE,       Case.HTTP10, Case.ABORT_MID_BODY, Case.ABSOLUTE_FORM, Case.NO_HOST   };
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.abortMidBody()	consistent	Alternation, pacing and the survival assertion all match: `final boolean reset = (++aborts & 1) == 0;` then `pace(); if (reset) { socket.setSoLinger(true, 0); }` and a fresh `GET /ping` compared to `SoakServer.PING_JSON`.	http-servers	Abuser.abortMidBody()	A head declaring 64 KiB, 4 KiB of it sent, then the socket abandoned — alternately with an orderly close (FIN) and with a reset (`SO_LINGER 0`, RST), since a server may take the two apart. The reset is paced a few milliseconds behind the flush so the prefix is on the wire before it, and the assertion is the server's survival: a fresh `GET /ping` must still be answered.	  private void abortMidBody() throws IOException {     attempted(stats, Case.ABORT_MID_BODY);     final boolean reset = (++aborts & 1) == 0;     final var socket = connect();     try {       final var partial = new byte[ABORT_SENT];       rnd.nextBytes(partial);       write(socket, RawHttp.ascii("POST /echo HTTP/1.1\r\n" + hostHeader()           + "Content-Type: application/octet-stream\r\nContent-Length: " + ABORT_DECLARED + "\r\n\r\n"), partial);       pace();       if (reset) {         socket.setSoLinger(true, 0);       }     } finally {       socket.close();     }     stats.count(reset ? "case:abort_mid_body:rst" : "case:abort_mid_body:fin");     try (final var probe = connect()) {       final var in = new BufferedInputStream(probe.getInputStream());       write(probe, pingRequest());       final var ping = RawHttp.readResponse(in);       stats.request(ping.status());       if (ping.status() == 200 && SoakServer.PING_JSON.equals(ping.bodyText())) {         stats.ok();         passed(stats, Case.ABORT_MID_BODY);       } else {         stats.mismatch("wrong-status", label(Case.ABORT_MID_BODY) + ": GET /ping after the abandoned upload answered " + ping);       }     }   }
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.absoluteForm()	consistent	It writes exactly the described line, `"GET http://" + authority + "/ping HTTP/1.1\r\nHost: " + authority`, and judges it against the per-backend `expectation = backend.absoluteForm()`.	http-servers	Abuser.absoluteForm()	`GET http://host:port/ping HTTP/1.1` with a `Host` naming the same authority: refused 400 or reduced to its path and served, per backend.	  private void absoluteForm() throws IOException {     final var expectation = backend.absoluteForm();     if (expectation == null) {       skipped(stats, Case.ABSOLUTE_FORM, "not documented");       return;     }     attempted(stats, Case.ABSOLUTE_FORM);     try (final var socket = connect()) {       final var in = new BufferedInputStream(socket.getInputStream());       final var authority = host + ':' + port;       write(socket, RawHttp.ascii("GET http://" + authority + "/ping HTTP/1.1\r\nHost: " + authority + "\r\n\r\n"));       final var response = RawHttp.readResponse(in);       if (answered(Case.ABSOLUTE_FORM, expectation, response)           && afterwards(socket, in, expectation.closes(), Case.ABSOLUTE_FORM, "the " + response.status())) {         passed(stats, Case.ABSOLUTE_FORM);       }     }   }
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.attempted(Stats, Case)	consistent	Recording the start is all it does: `stats.count("case:" + abuse.key + ":run");`.	http-servers	Abuser.attempted(Stats, Case)	The case started, its skip conditions not applying.	  static void attempted(final Stats stats, final Case abuse) {     stats.count("case:" + abuse.key + ":run");   }
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java#Backend.pipelineCloseStrict()	consistent	The strictness is Netty-only as the comment frames it (README "Pipelining on Netty", "Undocumented elsewhere"), and the body is `return this == NETTY;`.	http-servers	Backend.pipelineCloseStrict()	Whether nothing pipelined behind a request carrying `Connection: close` may be answered (README "Pipelining on Netty", RFC 9112 §9.6). Undocumented elsewhere: the pipeliner still requires the close there, but answers that arrive before it are counted, not failed.	  boolean pipelineCloseStrict() {     return this == NETTY;   }
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java#Backend.unsupportedExpect()	not_checkable	The body is the bare accessor `return unsupportedExpect;`, so the 417/`Content-Length: 0`/connection-reuse claims are about the field's contents and the abuser, not this member.	http-servers	Backend.unsupportedExpect()	`Expect: foo`. Netty answers 417 with `Content-Length: 0` and keeps the connection, without reading a body; that is strict and verified by reusing the connection. The other backends are not documented: the abuser sends the body with the head and accepts a 417 or the handler's 200, and asserts nothing about the connection afterwards.	  Expectation unsupportedExpect() {     return unsupportedExpect;   }
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/RawHttp.java#RawHttp.closeOutcome(InputStream)	consistent	All three outcomes appear: `return in.read() < 0 ? CloseOutcome.CLOSED : CloseOutcome.BYTE;`, `catch (SocketTimeoutException e) { return CloseOutcome.TIMEOUT; }`, and reset mapped to CLOSED via `if (isReset(e))`.	http-servers	RawHttp.closeOutcome(InputStream)	Waits, bounded by the socket's `SO_TIMEOUT`, for the peer to close, and says which of the three things happened: EOF or a reset, a byte the peer sent instead, or the timeout.	  static CloseOutcome closeOutcome(final InputStream in) throws IOException {     try {       return in.read() < 0 ? CloseOutcome.CLOSED : CloseOutcome.BYTE;     } catch (final SocketTimeoutException e) {       return CloseOutcome.TIMEOUT;     } catch (final SocketException e) {       if (isReset(e)) {         return CloseOutcome.CLOSED;       }       throw e;     }   }
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/RawHttp.java#RawHttp.connect(String, int, int)	consistent	The comment describes ClosedException, which is present in the shown source with exactly those fields: `final boolean reset; final int bytesRead;`.	http-servers	RawHttp.connect(String, int, int)	The peer closed where a response was expected: `reset` distinguishes an RST from an orderly EOF, `bytesRead` says how much of the response had arrived.	  static final class ClosedException extends IOException {      final boolean reset;     final int bytesRead;      ClosedException(final String message, final boolean reset, final int bytesRead) {       super(message);       this.reset = reset;       this.bytesRead = bytesRead;     }   }    /// What a wait for the peer's close ended with.   enum CloseOutcome {     /// EOF or a reset: the peer closed.     CLOSED,     /// The peer sent a byte instead of closing.     BYTE,     /// The socket's `SO_TIMEOUT` elapsed with the connection still open and silent.     TIMEOUT   }    static Socket connect(final String host, final int port, final int readTimeoutMillis) throws IOException {     final var socket = new Socket();     try {       socket.connect(new InetSocketAddress(host, port), CONNECT_TIMEOUT_MILLIS);       socket.setSoTimeout(readTimeoutMillis);       socket.setTcpNoDelay(true);       return socket;     } catch (final IOException e) {       socket.close();       throw e;     }   }
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/SoakLoad.java#SoakLoad.FLOOR_RPS_PER_CONNECTION	not_checkable	`static final long FLOOR_RPS_PER_CONNECTION = 1L;` is just the value; whether falling below it marks the run "starved rather than passed" is decided by code that reads it.	http-servers	SoakLoad.FLOOR_RPS_PER_CONNECTION	Requests per second per connection below which the run is starved rather than passed.	  static final long FLOOR_RPS_PER_CONNECTION = 1L;
