pair_id	label	needed_source	notes	workflow	basename	line_a	line_b	text_a	scenario_a	text_b	scenario_b
wf_e8f1fc4b-1cd#a6a9698b9df74bacc#findings#4 | wf_e8f1fc4b-1cd#aba46b2a45643c971#findings#1				wf_e8f1fc4b-1cd	HARDENING_NOTES.md	43	43	"`test --rerun check` with the build cache disabled" — the build-cache clause is the one part of the sentence with no supporting evidence. The substance (tests actually ran) is well evidenced; the clause itself is not.		"`test --rerun check` with the build cache disabled" — the build cache being disabled is not supported by any evidence, and the repo's own configuration enables it.	
wf_e8f1fc4b-1cd#a0ce90b4feab40530#findings#2 | wf_e8f1fc4b-1cd#a6a9698b9df74bacc#findings#5				wf_e8f1fc4b-1cd	AGENTS.md	529	529	The edited pin paragraph was not re-wrapped: the insertion leaves a 36-character orphan line in the middle of a paragraph that otherwise flows at 74-81 characters.		The edit left a short line mid-paragraph, breaking the file's otherwise uniform ~78-column fill.	
wf_01332151-8dd#ab5bcf629ce650f3c#findings#0 | wf_01332151-8dd#a5292545d4a68af1e#findings#1				wf_01332151-8dd	Transaction.java	784	784	Removing the deprecated `sign(SequencedCollection<Signer>)` will not break callers — it will silently rebind `tx.sign(list)` to the by-key `sign(Collection<Signer>)`, flipping positional signing to key-matched signing with no compile error.	Consumer code today: `List<Signer> signers = List.of(feePayer, authority); tx.sign(signers);` binds to `sign(SequencedCollection)` (Transaction.java:784) and signs positionally. That method is now `@Deprecated(forRemoval = true)`. When it is removed, `sign(Collection<Signer>)` (Transaction.java:773) is still applicable to a `List`, so the exact same source keeps compiling and now validates and signs by public key. A caller who deliberately relied on positional order — for example signing a message whose slot 0 signer is not the first element, which the deprecated overload permitted — either gets signatures in different slots or a new `IllegalArgumentException` at runtime for an assignment that used to succeed. This is the single most-used signing entry point, and it is the only one of the nine deprecated members with a silently-absorbing sibling: `sign(byte[], SequencedCollection)`, `sign(String, SequencedCollection)`, all three `signAndBase64Encode(*, SequencedCollection)` forms and the three deprecated statics have no `Collection` counterpart, so those call sites would fail to compile at removal, which is the behaviour `forRemoval` normally advertises.	`@Deprecated(forRemoval = true)` on an ABSTRACT interface method forces a compiler warning on every implementor that they cannot avoid, and the method cannot actually be removed without a second source-incompatible break of `Transaction`.	(a) Warning every implementor must eat. `void sign(SequencedCollection<Signer> signers)` is abstract, so a third-party `Transaction` MUST declare it. javac enables `[removal]` by default (unlike `deprecation`) and fires it on an override, not just a call. I confirmed this with javac 25.0.2 on a minimal repro and on this repo: compiling sava-core's main source set at 1dded1d^ gives 0 warnings; at 1dded1d it gives   BaseTransaction.java:183: warning: [removal] sign(SequencedCollection<Signer>) in Transaction has been deprecated and marked for removal   BaseTransaction.java:189: warning: [removal] sign(SequencedCollection<Signer>,byte[],int,int,int) in Transaction has been deprecated and marked for removal A consumer whose build uses `-Werror` (or Gradle `options.compilerArgs.add("-Werror")`, common in library projects) stops compiling on upgrade at their own `@Override public void sign(SequencedCollection<Signer>)`. Their only escapes are annotating their override `@Deprecated` — which propagates the warning to all of their callers — or `@SuppressWarnings("removal")`. This commit added neither annotation anywhere: not on BaseTransaction.java:183, not on PreV1InterfaceShapeTests.java:70, not on SigningCountTests.java:540. (b) The removal is not reachable additively. `signInOrder(SequencedCollection)` at :845 holds no implementation — the implementation lives in each implementor's override of the method being removed. Delete :784 and :845's body has nothing to call, so `signInOrder(SequencedCollection)` must become abstract. Adding an abstract method to `Transaction` is precisely the break `PreV1InterfaceShapeTests` exists to prevent (its class javadoc: "Everything v1 added to those interfaces must therefore arrive as a `default`... adding an abstract method without one stops this file compiling, which is the published-library rule enforced by the compiler"). So the `forRemoval = true` at :784 schedules a break the repo's own compatibility pin forbids.
wf_01332151-8dd#ab5bcf629ce650f3c#findings#0 | wf_01332151-8dd#a9331dec828cb9801#findings#0				wf_01332151-8dd	Transaction.java	784	784	Removing the deprecated `sign(SequencedCollection<Signer>)` will not break callers — it will silently rebind `tx.sign(list)` to the by-key `sign(Collection<Signer>)`, flipping positional signing to key-matched signing with no compile error.	Consumer code today: `List<Signer> signers = List.of(feePayer, authority); tx.sign(signers);` binds to `sign(SequencedCollection)` (Transaction.java:784) and signs positionally. That method is now `@Deprecated(forRemoval = true)`. When it is removed, `sign(Collection<Signer>)` (Transaction.java:773) is still applicable to a `List`, so the exact same source keeps compiling and now validates and signs by public key. A caller who deliberately relied on positional order — for example signing a message whose slot 0 signer is not the first element, which the deprecated overload permitted — either gets signatures in different slots or a new `IllegalArgumentException` at runtime for an assignment that used to succeed. This is the single most-used signing entry point, and it is the only one of the nine deprecated members with a silently-absorbing sibling: `sign(byte[], SequencedCollection)`, `sign(String, SequencedCollection)`, all three `signAndBase64Encode(*, SequencedCollection)` forms and the three deprecated statics have no `Collection` counterpart, so those call sites would fail to compile at removal, which is the behaviour `forRemoval` normally advertises.	Removing the deprecated positional `sign(SequencedCollection)` will silently rebind every existing `tx.sign(someList)` call site to the by-key `sign(Collection)`, changing which signer fills which slot with no compile error and no warning in MIGRATION.md.	A consumer today writes `List<Signer> signers = List.of(authority, feePayer); tx.sign(signers);`. Java binds that to `sign(SequencedCollection)` (Transaction.java:784) and signs positionally: `authority` fills slot 0, `feePayer` fills slot 1 — the exact behaviour the new test `aListSelectsPositionalOrByKeySigningByName` pins for `signInOrder(reversed)`. Once that overload is removed (it is `forRemoval = true`), the identical source still compiles, because `List` is a `Collection`, and now binds to `sign(Collection)` (Transaction.java:773), which signs by public key: `feePayer` fills slot 0, `authority` fills slot 1. The transaction still serializes, still has 64 non-zero bytes in every slot, and `getBase58Id()` still returns a signature — it is simply a different, silently re-assigned transaction id. Contrast `signAndBase64Encode(list)`, `sign(hash, list)` and `sign(base58Hash, list)`, which fail loudly at removal because no `Collection` sibling exists; `sign(list)` is the one call shape that rebinds instead of breaking.
wf_01332151-8dd#ab5bcf629ce650f3c#findings#0 | wf_01332151-8dd#ada8a2fac213c9682#findings#1				wf_01332151-8dd	Transaction.java	784	784	Removing the deprecated `sign(SequencedCollection<Signer>)` will not break callers — it will silently rebind `tx.sign(list)` to the by-key `sign(Collection<Signer>)`, flipping positional signing to key-matched signing with no compile error.	Consumer code today: `List<Signer> signers = List.of(feePayer, authority); tx.sign(signers);` binds to `sign(SequencedCollection)` (Transaction.java:784) and signs positionally. That method is now `@Deprecated(forRemoval = true)`. When it is removed, `sign(Collection<Signer>)` (Transaction.java:773) is still applicable to a `List`, so the exact same source keeps compiling and now validates and signs by public key. A caller who deliberately relied on positional order — for example signing a message whose slot 0 signer is not the first element, which the deprecated overload permitted — either gets signatures in different slots or a new `IllegalArgumentException` at runtime for an assignment that used to succeed. This is the single most-used signing entry point, and it is the only one of the nine deprecated members with a silently-absorbing sibling: `sign(byte[], SequencedCollection)`, `sign(String, SequencedCollection)`, all three `signAndBase64Encode(*, SequencedCollection)` forms and the three deprecated statics have no `Collection` counterpart, so those call sites would fail to compile at removal, which is the behaviour `forRemoval` normally advertises.	`@Deprecated(forRemoval = true)` is applied to the abstract `sign(SequencedCollection<Signer>)`, which implementors cannot stop implementing; honoring the removal later silently rebinds `signInOrder(SequencedCollection)`'s body from positional to by-key signing rather than failing to compile.	Two concrete failures. (a) Today: a third-party implementor sees `[removal] sign(SequencedCollection<Signer>) in Transaction has been deprecated and marked for removal`, deletes the override as instructed, and gets `error: MyTx is not abstract and does not override abstract method sign(SequencedCollection<Signer>)`. There is no way to comply — the warning is unactionable, and MIGRATION.md's closing paragraph ("New instance methods have defaults, so existing Transaction implementations do not need additional method overrides") addresses only the additions and never mentions the deprecated abstract method they are forced to keep. (b) At the promised removal: line 846's unchanged body `sign(signers)` still compiles, because `SequencedCollection<Signer>` is a `Collection<Signer>`, and silently retargets to the by-key `sign(Collection)`. I verified this — with the `SequencedCollection` overload deleted, javac emits `invokeinterface sign:(Ljava/util/Collection;)V` with no error and no warning. `signInOrder` would then sign by public key while its javadoc at 838-843 still promises "the first signer writes the first signature slot regardless of its public key". Notably, the sibling bodies at 851/856/861/866/871 would all fail to compile on removal, so this is the one entry point whose breakage is silent.
wf_01332151-8dd#a5292545d4a68af1e#findings#0 | wf_01332151-8dd#a9331dec828cb9801#findings#1				wf_01332151-8dd	Transaction.java	855	855	Five of the six new `signInOrder` instance methods bypass `signInOrder(SequencedCollection)` and delegate straight to the deprecated members, so overriding the surviving name yields an internally inconsistent object today and a silent behaviour flip when the deprecated names are removed.	A consumer follows MIGRATION.md and migrates their `Transaction` implementation to the surviving name:      @Override public void signInOrder(SequencedCollection<Signer> s) { auditLog(s); Transaction.super.signInOrder(s); }  `myTx.signInOrder(signers)` runs the override (:845 -> :846 -> abstract `sign(SequencedCollection)`). `myTx.signInOrder(blockHash, signers)` does NOT: :855 -> :856 calls `sign(recentBlockHash, signers)` at :801, whose body is `setRecentBlockHash(...); sign(signers);` -> the abstract seam. The override never runs and the transaction is signed with no audit record. Same for `signInOrderAndBase64Encode(signers)` (:850 -> :851 -> `signAndBase64Encode(SequencedCollection)` at :791 -> `sign(signers)`), `signInOrder(String, ...)` (:860), and both blockhash Base64 variants (:865, :870). Only 1 of 6 entry points sees the override. The identical move on the by-key side works: overriding `signByKey(Collection)` at :883 IS honoured by :888, :894, :900, :906 and :912, because those funnel through it. Nothing at the declarations says the two families differ, and the one-line javadocs at :854/:859/:864/:869 never name the method they delegate to. Then, when the deprecated members at :791/:801/:811/:822/:833 are removed, those five bodies must be re-pointed at `signInOrder(SequencedCollection)` — at which point the consumer's override starts running on all six paths. That is a behaviour change delivered BY the removal, which is exactly what a deprecation cycle exists to avoid.	Five of the six new `signInOrder*` instance defaults route through the deprecated `sign*` chain instead of through `signInOrder(SequencedCollection)`, so an override of the new positional name is honoured by only one of its six entry points — the opposite of the `signByKey` family, where all six funnel through `signByKey(Collection)`.	A consumer implementing `Transaction` migrates off the `forRemoval` name by overriding the new one: `@Override public void signInOrder(SequencedCollection<Signer> signers) { audit(signers); super.signInOrder(signers); }`. `tx.signInOrder(signers)` runs the audit. `tx.signInOrder(blockHash, signers)` does not — it calls `sign(recentBlockHash, signers)` (Transaction.java:856), which calls `setRecentBlockHash` then the abstract `sign(signers)`, never touching the override. Same for `signInOrder(base58Hash, signers)`, `signInOrderAndBase64Encode(signers)`, and both blockhash Base64 variants: the transaction is signed with the audit hook silently skipped. The equivalent `signByKey` override is honoured by all six of its entry points (Transaction.java:889, 896, 902, 907, 913 all call `signByKey(...)` virtually). A second consequence: because every `signInOrder*` default body is written purely in terms of members marked `forRemoval`, none of them has a body that survives removal, so MIGRATION.md:106-107's "New instance methods have defaults, so existing `Transaction` implementations do not need additional method overrides" stops being true the moment the deprecated members go.
wf_01332151-8dd#a5292545d4a68af1e#findings#1 | wf_01332151-8dd#a9331dec828cb9801#findings#0				wf_01332151-8dd	Transaction.java	784	784	`@Deprecated(forRemoval = true)` on an ABSTRACT interface method forces a compiler warning on every implementor that they cannot avoid, and the method cannot actually be removed without a second source-incompatible break of `Transaction`.	(a) Warning every implementor must eat. `void sign(SequencedCollection<Signer> signers)` is abstract, so a third-party `Transaction` MUST declare it. javac enables `[removal]` by default (unlike `deprecation`) and fires it on an override, not just a call. I confirmed this with javac 25.0.2 on a minimal repro and on this repo: compiling sava-core's main source set at 1dded1d^ gives 0 warnings; at 1dded1d it gives   BaseTransaction.java:183: warning: [removal] sign(SequencedCollection<Signer>) in Transaction has been deprecated and marked for removal   BaseTransaction.java:189: warning: [removal] sign(SequencedCollection<Signer>,byte[],int,int,int) in Transaction has been deprecated and marked for removal A consumer whose build uses `-Werror` (or Gradle `options.compilerArgs.add("-Werror")`, common in library projects) stops compiling on upgrade at their own `@Override public void sign(SequencedCollection<Signer>)`. Their only escapes are annotating their override `@Deprecated` — which propagates the warning to all of their callers — or `@SuppressWarnings("removal")`. This commit added neither annotation anywhere: not on BaseTransaction.java:183, not on PreV1InterfaceShapeTests.java:70, not on SigningCountTests.java:540. (b) The removal is not reachable additively. `signInOrder(SequencedCollection)` at :845 holds no implementation — the implementation lives in each implementor's override of the method being removed. Delete :784 and :845's body has nothing to call, so `signInOrder(SequencedCollection)` must become abstract. Adding an abstract method to `Transaction` is precisely the break `PreV1InterfaceShapeTests` exists to prevent (its class javadoc: "Everything v1 added to those interfaces must therefore arrive as a `default`... adding an abstract method without one stops this file compiling, which is the published-library rule enforced by the compiler"). So the `forRemoval = true` at :784 schedules a break the repo's own compatibility pin forbids.	Removing the deprecated positional `sign(SequencedCollection)` will silently rebind every existing `tx.sign(someList)` call site to the by-key `sign(Collection)`, changing which signer fills which slot with no compile error and no warning in MIGRATION.md.	A consumer today writes `List<Signer> signers = List.of(authority, feePayer); tx.sign(signers);`. Java binds that to `sign(SequencedCollection)` (Transaction.java:784) and signs positionally: `authority` fills slot 0, `feePayer` fills slot 1 — the exact behaviour the new test `aListSelectsPositionalOrByKeySigningByName` pins for `signInOrder(reversed)`. Once that overload is removed (it is `forRemoval = true`), the identical source still compiles, because `List` is a `Collection`, and now binds to `sign(Collection)` (Transaction.java:773), which signs by public key: `feePayer` fills slot 0, `authority` fills slot 1. The transaction still serializes, still has 64 non-zero bytes in every slot, and `getBase58Id()` still returns a signature — it is simply a different, silently re-assigned transaction id. Contrast `signAndBase64Encode(list)`, `sign(hash, list)` and `sign(base58Hash, list)`, which fail loudly at removal because no `Collection` sibling exists; `sign(list)` is the one call shape that rebinds instead of breaking.
wf_01332151-8dd#a5292545d4a68af1e#findings#1 | wf_01332151-8dd#ada8a2fac213c9682#findings#1				wf_01332151-8dd	Transaction.java	784	784	`@Deprecated(forRemoval = true)` on an ABSTRACT interface method forces a compiler warning on every implementor that they cannot avoid, and the method cannot actually be removed without a second source-incompatible break of `Transaction`.	(a) Warning every implementor must eat. `void sign(SequencedCollection<Signer> signers)` is abstract, so a third-party `Transaction` MUST declare it. javac enables `[removal]` by default (unlike `deprecation`) and fires it on an override, not just a call. I confirmed this with javac 25.0.2 on a minimal repro and on this repo: compiling sava-core's main source set at 1dded1d^ gives 0 warnings; at 1dded1d it gives   BaseTransaction.java:183: warning: [removal] sign(SequencedCollection<Signer>) in Transaction has been deprecated and marked for removal   BaseTransaction.java:189: warning: [removal] sign(SequencedCollection<Signer>,byte[],int,int,int) in Transaction has been deprecated and marked for removal A consumer whose build uses `-Werror` (or Gradle `options.compilerArgs.add("-Werror")`, common in library projects) stops compiling on upgrade at their own `@Override public void sign(SequencedCollection<Signer>)`. Their only escapes are annotating their override `@Deprecated` — which propagates the warning to all of their callers — or `@SuppressWarnings("removal")`. This commit added neither annotation anywhere: not on BaseTransaction.java:183, not on PreV1InterfaceShapeTests.java:70, not on SigningCountTests.java:540. (b) The removal is not reachable additively. `signInOrder(SequencedCollection)` at :845 holds no implementation — the implementation lives in each implementor's override of the method being removed. Delete :784 and :845's body has nothing to call, so `signInOrder(SequencedCollection)` must become abstract. Adding an abstract method to `Transaction` is precisely the break `PreV1InterfaceShapeTests` exists to prevent (its class javadoc: "Everything v1 added to those interfaces must therefore arrive as a `default`... adding an abstract method without one stops this file compiling, which is the published-library rule enforced by the compiler"). So the `forRemoval = true` at :784 schedules a break the repo's own compatibility pin forbids.	`@Deprecated(forRemoval = true)` is applied to the abstract `sign(SequencedCollection<Signer>)`, which implementors cannot stop implementing; honoring the removal later silently rebinds `signInOrder(SequencedCollection)`'s body from positional to by-key signing rather than failing to compile.	Two concrete failures. (a) Today: a third-party implementor sees `[removal] sign(SequencedCollection<Signer>) in Transaction has been deprecated and marked for removal`, deletes the override as instructed, and gets `error: MyTx is not abstract and does not override abstract method sign(SequencedCollection<Signer>)`. There is no way to comply — the warning is unactionable, and MIGRATION.md's closing paragraph ("New instance methods have defaults, so existing Transaction implementations do not need additional method overrides") addresses only the additions and never mentions the deprecated abstract method they are forced to keep. (b) At the promised removal: line 846's unchanged body `sign(signers)` still compiles, because `SequencedCollection<Signer>` is a `Collection<Signer>`, and silently retargets to the by-key `sign(Collection)`. I verified this — with the `SequencedCollection` overload deleted, javac emits `invokeinterface sign:(Ljava/util/Collection;)V` with no error and no warning. `signInOrder` would then sign by public key while its javadoc at 838-843 still promises "the first signer writes the first signature slot regardless of its public key". Notably, the sibling bodies at 851/856/861/866/871 would all fail to compile on removal, so this is the one entry point whose breakage is silent.
wf_01332151-8dd#a9331dec828cb9801#findings#0 | wf_01332151-8dd#ada8a2fac213c9682#findings#1				wf_01332151-8dd	Transaction.java	784	784	Removing the deprecated positional `sign(SequencedCollection)` will silently rebind every existing `tx.sign(someList)` call site to the by-key `sign(Collection)`, changing which signer fills which slot with no compile error and no warning in MIGRATION.md.	A consumer today writes `List<Signer> signers = List.of(authority, feePayer); tx.sign(signers);`. Java binds that to `sign(SequencedCollection)` (Transaction.java:784) and signs positionally: `authority` fills slot 0, `feePayer` fills slot 1 — the exact behaviour the new test `aListSelectsPositionalOrByKeySigningByName` pins for `signInOrder(reversed)`. Once that overload is removed (it is `forRemoval = true`), the identical source still compiles, because `List` is a `Collection`, and now binds to `sign(Collection)` (Transaction.java:773), which signs by public key: `feePayer` fills slot 0, `authority` fills slot 1. The transaction still serializes, still has 64 non-zero bytes in every slot, and `getBase58Id()` still returns a signature — it is simply a different, silently re-assigned transaction id. Contrast `signAndBase64Encode(list)`, `sign(hash, list)` and `sign(base58Hash, list)`, which fail loudly at removal because no `Collection` sibling exists; `sign(list)` is the one call shape that rebinds instead of breaking.	`@Deprecated(forRemoval = true)` is applied to the abstract `sign(SequencedCollection<Signer>)`, which implementors cannot stop implementing; honoring the removal later silently rebinds `signInOrder(SequencedCollection)`'s body from positional to by-key signing rather than failing to compile.	Two concrete failures. (a) Today: a third-party implementor sees `[removal] sign(SequencedCollection<Signer>) in Transaction has been deprecated and marked for removal`, deletes the override as instructed, and gets `error: MyTx is not abstract and does not override abstract method sign(SequencedCollection<Signer>)`. There is no way to comply — the warning is unactionable, and MIGRATION.md's closing paragraph ("New instance methods have defaults, so existing Transaction implementations do not need additional method overrides") addresses only the additions and never mentions the deprecated abstract method they are forced to keep. (b) At the promised removal: line 846's unchanged body `sign(signers)` still compiles, because `SequencedCollection<Signer>` is a `Collection<Signer>`, and silently retargets to the by-key `sign(Collection)`. I verified this — with the `SequencedCollection` overload deleted, javac emits `invokeinterface sign:(Ljava/util/Collection;)V` with no error and no warning. `signInOrder` would then sign by public key while its javadoc at 838-843 still promises "the first signer writes the first signature slot regardless of its public key". Notably, the sibling bodies at 851/856/861/866/871 would all fail to compile on removal, so this is the one entry point whose breakage is silent.
wf_01332151-8dd#ab5bcf629ce650f3c#findings#2 | wf_01332151-8dd#a9331dec828cb9801#findings#2				wf_01332151-8dd	SolanaJsonRpcClient.java	1591	1591	The deprecation stops at sava-core: `SolanaRpcClient.sendTransaction(..., SequencedCollection<Signer>, byte[])` still funnels through the deprecated positional overload and has no by-key counterpart, so a consumer who follows MIGRATION.md cannot reach `signByKey` through the RPC client.	A consumer reads MIGRATION.md:93 ("tx.signByKey(signers); // Matches required signer keys, regardless of list order") and wants that behaviour for a multi-signer submission. The only multi-signer send path is `SolanaRpcClient.sendTransaction(Transaction, SequencedCollection<Signer>, byte[])` (SolanaRpcClient.java:930), whose implementation at SolanaJsonRpcClient.java:1591 calls `transaction.signAndBase64Encode(recentBlockHash, signers)` — the method deprecated at Transaction.java:817-822. The consumer therefore gets positional signing regardless, and the only escape is to sign manually and call `sendTransaction(String base64SignedTx)`. Separately, `SolanaJsonRpcClient.java:1591` and `BaseTransaction.java:189` are the library's own unmigrated call sites of methods this commit marked `forRemoval`, so sava-rpc will stop compiling at removal.	The published RPC client's own sign-and-send path still calls the newly `forRemoval` positional `signAndBase64Encode(byte[], SequencedCollection)`, and its public `SolanaRpcClient.sendTransaction(..., SequencedCollection<Signer>, ...)` facade is left undeprecated and undocumented as positional.	A consumer calls `rpcClient.sendTransaction(tx, List.of(authority, feePayer), recentBlockHash)`. That reaches `transaction.signAndBase64Encode(recentBlockHash, signers)` at SolanaJsonRpcClient.java:1591, which now resolves to Transaction.java:822 — a method this commit marked `@Deprecated(forRemoval = true)`. Two concrete outcomes: (a) sava-rpc's own main source set now compiles against a for-removal API, so the module emits deprecation warnings on every build and will fail to compile at removal; (b) `SolanaRpcClient.java:930-937` declares those `SequencedCollection<Signer>` overloads with no javadoc at all, so the SDK's most-used signing entry point still silently signs positionally while `Transaction`'s own docs, CONVENTIONS.md:57-62 and MIGRATION.md:80-107 all now tell callers that positional signing is the deprecated behaviour to migrate away from. Nothing in the commit gives an RPC caller a by-key send path.
wf_01332151-8dd#ab5bcf629ce650f3c#findings#2 | wf_01332151-8dd#ada8a2fac213c9682#findings#2				wf_01332151-8dd	SolanaJsonRpcClient.java	1591	1591	The deprecation stops at sava-core: `SolanaRpcClient.sendTransaction(..., SequencedCollection<Signer>, byte[])` still funnels through the deprecated positional overload and has no by-key counterpart, so a consumer who follows MIGRATION.md cannot reach `signByKey` through the RPC client.	A consumer reads MIGRATION.md:93 ("tx.signByKey(signers); // Matches required signer keys, regardless of list order") and wants that behaviour for a multi-signer submission. The only multi-signer send path is `SolanaRpcClient.sendTransaction(Transaction, SequencedCollection<Signer>, byte[])` (SolanaRpcClient.java:930), whose implementation at SolanaJsonRpcClient.java:1591 calls `transaction.signAndBase64Encode(recentBlockHash, signers)` — the method deprecated at Transaction.java:817-822. The consumer therefore gets positional signing regardless, and the only escape is to sign manually and call `sendTransaction(String base64SignedTx)`. Separately, `SolanaJsonRpcClient.java:1591` and `BaseTransaction.java:189` are the library's own unmigrated call sites of methods this commit marked `forRemoval`, so sava-rpc will stop compiling at removal.	sava-rpc's multi-signer `sendTransaction` still calls the newly `forRemoval` positional `signAndBase64Encode(byte[], SequencedCollection)`, is itself neither deprecated nor documented as positional, and has no by-key sibling — so the migration this commit advertises stops at the module boundary.	A consumer reads MIGRATION.md:82-92, learns that a `List<Signer>` picks positional signing, and fixes their code by switching `tx.sign(signers)` to `tx.signByKey(signers)`. They then call `rpcClient.sendTransaction(tx, signers, blockHash)` with the same out-of-order `List.of(authority, feePayer)`. That path signs positionally with no deprecation warning and no javadoc hint, the fee payer's signature lands in the authority's slot, and the cluster rejects the submission with a signature-verification failure. There is no `sendTransaction(Transaction, Collection<Signer>, byte[])` to select the behavior they were just told to prefer. Separately, when `signAndBase64Encode(byte[], SequencedCollection)` is actually removed, sava-rpc stops compiling — it is the only production (non-test) caller of a `forRemoval` method left in the repo.
wf_01332151-8dd#a9331dec828cb9801#findings#2 | wf_01332151-8dd#ada8a2fac213c9682#findings#2				wf_01332151-8dd	SolanaJsonRpcClient.java	1591	1591	The published RPC client's own sign-and-send path still calls the newly `forRemoval` positional `signAndBase64Encode(byte[], SequencedCollection)`, and its public `SolanaRpcClient.sendTransaction(..., SequencedCollection<Signer>, ...)` facade is left undeprecated and undocumented as positional.	A consumer calls `rpcClient.sendTransaction(tx, List.of(authority, feePayer), recentBlockHash)`. That reaches `transaction.signAndBase64Encode(recentBlockHash, signers)` at SolanaJsonRpcClient.java:1591, which now resolves to Transaction.java:822 — a method this commit marked `@Deprecated(forRemoval = true)`. Two concrete outcomes: (a) sava-rpc's own main source set now compiles against a for-removal API, so the module emits deprecation warnings on every build and will fail to compile at removal; (b) `SolanaRpcClient.java:930-937` declares those `SequencedCollection<Signer>` overloads with no javadoc at all, so the SDK's most-used signing entry point still silently signs positionally while `Transaction`'s own docs, CONVENTIONS.md:57-62 and MIGRATION.md:80-107 all now tell callers that positional signing is the deprecated behaviour to migrate away from. Nothing in the commit gives an RPC caller a by-key send path.	sava-rpc's multi-signer `sendTransaction` still calls the newly `forRemoval` positional `signAndBase64Encode(byte[], SequencedCollection)`, is itself neither deprecated nor documented as positional, and has no by-key sibling — so the migration this commit advertises stops at the module boundary.	A consumer reads MIGRATION.md:82-92, learns that a `List<Signer>` picks positional signing, and fixes their code by switching `tx.sign(signers)` to `tx.signByKey(signers)`. They then call `rpcClient.sendTransaction(tx, signers, blockHash)` with the same out-of-order `List.of(authority, feePayer)`. That path signs positionally with no deprecation warning and no javadoc hint, the fee payer's signature lands in the authority's slot, and the cluster rejects the submission with a signature-verification failure. There is no `sendTransaction(Transaction, Collection<Signer>, byte[])` to select the behavior they were just told to prefer. Separately, when `signAndBase64Encode(byte[], SequencedCollection)` is actually removed, sava-rpc stops compiling — it is the only production (non-test) caller of a `forRemoval` method left in the repo.
wf_5769d01d-035#ac4bfc4b981232c62#findings#0 | wf_5769d01d-035#a1c4f1c8705fefd64#findings#0				wf_5769d01d-035	client-accepted.csv	18	18	This commit added 8 javadoc lines to `SolanaRpcClient.java` above two accepted mutants but did not re-tag their rows, so `client-accepted.csv` now carries the exact line-drift defect D5 was filed to close.	Run `pitestClient` on the post-commit tree. PIT reports the two accepted `SolanaRpcClient.sendTransaction` conditional mutants at source lines 1033 and 1042, while the baseline rows claim 1034 and 1025. Both rows fail the row-level line match, so the hardening plugin emits a permanent line-drift advisory (sava-build/HARDENING.md:1293-1296, 1356) that no amount of re-running clears — the same permanent advisory D5 described. A maintainer triaging the advisory and following `# line 1025` lands on `: sendTransaction(base64SignedTx, maxRetries);`, the else-arm of a *different* overload's ternary, not the guard the `# killed retained` acceptance argues about.	This commit's own +8-line javadoc insertion into SolanaRpcClient.java invalidated two `# line` tags in client-accepted.csv that were not retagged, reintroducing the exact line-drift advisory the commit set out to clear — and both stale numbers now land inside a different `sendTransaction` overload.	Run `pitestClient` (or `BaselineRetag`) on the post-commit tree. PIT reports the `RemoveConditionalMutator_EQUAL_ELSE` mutant on `SolanaRpcClient.sendTransaction` at line 1042 and the `EQUAL_IF` sibling at 1033, while the baseline records 1034 and 1025 -> a line-drift advisory on two rows. AGENTS.md:126-127 then requires a reviewer to treat each advisory as a possible mutant swap; the reviewer opens SolanaRpcClient.java:1034, lands on `? sendTransactionSkipPreflight(preflightCommitment, base64SignedTx)` inside the three-argument `sendTransaction(Commitment, String, boolean)` overload, and 1025 lands inside `sendTransaction(String, int)` — two different, identically-shaped ternaries — so the written `# killed retained` argument appears to fit code it was never written about.
